NCAA name,School,Conference,Division,Fall/2025 Roster,2025 Schedule,ScheduleLink,RosterLink,BaseURL,URL,Last Checked Roster,Last Checked Schedule,Site,YesBoth,YesRost,YesSked,No,images,color,record,ovr_win_pct,ovr_strk,conference_record,conf_win_pct,conf_strk,conf_image,notes,op,pp,prod
Jessup,Jessup,PacWest,NA,Yes,Yes,https://jessupathletics.com/sports/baseball/schedule/2025,https://jessupathletics.com/sports/baseball/roster/2025,https://jessupathletics.com/sports/baseball,https://jessupathletics.com,2025-01-03T00:00:00Z,2024-12-09T00:00:00Z,Sidearm,1,0,0,0,https://jessupathletics.com/images/logos/site/site.png?width=600,#0f2c47,39-11,0.68,L2,17-7,0,NA,https://thepacwest.com/images/logos/site/site.png?width=600,NAIA Member; 1st Season as a Division II Program in 2025,55.5,50.6,53.6
Kentucky St.,Kentucky State,SIAC,NA,Partial,Yes,https://ksuthorobreds.com/sports/baseball/schedule/2025,https://ksuthorobreds.com/sports/baseball/roster/2025,https://ksuthorobreds.com/sports/baseball,https://ksuthorobreds.com,2024-12-30T00:00:00Z,2024-12-30T00:00:00Z,Sidearm,0,0,1,0,https://ksuthorobreds.com/images/logos/site/site.png?width=600,#006938,21-28,0.429,L2,13-12,0.52,L2,https://thesiac.com/images/logos/site/site.png?width=600,SIAC Tournament Appearance,NA,NA,NA
Ky. Wesleyan,Kentucky Wesleyan,G-MAC,NA,Yes,Yes,https://kwcpanthers.com/sports/baseball/schedule/2025,https://kwcpanthers.com/sports/baseball/roster/2025,https://kwcpanthers.com/sports/baseball,https://kwcpanthers.com,2024-12-19T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,1,0,0,0,https://kwcpanthers.com/images/logos/site/site.png?width=600,#392082,18-32,0.36,L3,15-16,0.484,L3,https://greatmidwestsports.com/images/logos/site/site.png?width=600,G-MAC Tournament Appearance,28.7,52.3,38.2
King (TN),King,Conference Carolinas,NA,No,Yes,https://www.kingtornado.com/sports/baseball/schedule/2025,https://www.kingtornado.com/sports/baseball/roster/2025,https://www.kingtornado.com/sports/baseball,https://www.kingtornado.com,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,Sidearm,0,0,1,0,https://www.kingtornado.com/images/logos/site/site.png?width=600,#1a428a,14-32,0.304,L5,7-21,0.25,L5,https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/swuathletics.com/images/responsive_2020/logo_footer_conference-carolina.png,Conference Carolinas Tournament Appearance,NA,NA,NA
Kutztown,Kutztown,PSAC,East,No,Yes,https://kubears.com/sports/baseball/schedule/2025,https://kubears.com/sports/baseball/roster/2025,https://kubears.com/sports/baseball,https://kubears.com,2025-01-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,0,0,1,0,https://kubears.com/images/logos/site/site.png?width=600,#701931,17-33,0.34,L1,11-22,0.333,L1,https://psacsports.org/images/logos/site/site.png?width=600,NA,NA,NA,NA
Lake Erie,Lake Erie,G-MAC,NA,Yes,Yes,https://lakeeriestorm.com/sports/baseball/schedule/2025,https://lakeeriestorm.com/sports/baseball/roster/2025,https://lakeeriestorm.com/sports/baseball,https://lakeeriestorm.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://lakeeriestorm.com/images/logos/site/site.png?width=600,#153c2e,19-25,0.432,L4,11-18,0.379,L4,https://greatmidwestsports.com/images/logos/site/site.png?width=600,NA,78.5,63.4,72.8
Lander,Lander,Peach Belt,NA,Yes,Yes,https://landerbearcats.com/sports/baseball/schedule/2025,https://landerbearcats.com/sports/baseball/roster/2025,https://landerbearcats.com/sports/baseball,https://landerbearcats.com,2025-01-15T00:00:00Z,2024-11-19T00:00:00Z,Sidearm,1,0,0,0,https://landerbearcats.com/images/logos/site/site.png?width=600,#233265,38-15,0.717,L2,21-7,0.75,L2,https://peachbeltconference.org/images/logos/site/site.png?width=600,Peach Belt Regular Season Champions,59.1,95.9,73.2
Lane,Lane,SIAC,NA,No,Yes,https://golcdragons.com/sports/baseball/schedule/2025,https://golcdragons.com/sports/baseball/roster/2025,https://golcdragons.com/sports/baseball,https://golcdragons.com,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,Sidearm,0,0,1,0,https://golcdragons.com/images/logos/site/site.png?width=600,#142866,21-25,0.457,L2,18-14,0.563,L2,https://thesiac.com/images/logos/site/site.png?width=600,SIAC Tournament Appearance,NA,NA,NA
Lee,Lee,Gulf South,NA,Yes,Yes,https://leeuflames.com/sports/baseball/schedule/2025,https://leeuflames.com/sports/baseball/roster/2025,https://leeuflames.com/sports/baseball,https://leeuflames.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://leeuflames.com/images/logos/site/site.png?width=600,#091f40,39-18,0.684,L2,23-7,0.767,W2,https://gscsports.org/images/logos/site/site.png?width=600,Gulf South Regular Season Champions; South Regional Appearance,40.1,47.8,43
LeMoyne-Owen,LeMoyne-Owen,SIAC,NA,Partial,Yes,https://athletics.loc.edu/sports/baseball/schedule/2025,https://athletics.loc.edu/sports/baseball/roster/2025,https://athletics.loc.edu/sports/baseball,https://athletics.loc.edu,2024-12-30T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,0,0,1,0,https://athletics.loc.edu/images/logos/site/site.png?width=600,#36034c,4-29,0.121,L3,4-26,0.133,L3,https://thesiac.com/images/logos/site/site.png?width=600,NA,NA,NA,NA
Lenoir-Rhyne,Lenoir-Rhyne,SAC,NA,Yes,Yes,https://lrbears.com/sports/baseball/schedule/2025,https://lrbears.com/sports/baseball/roster/2025,https://lrbears.com/sports/baseball,https://lrbears.com,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z,Sidearm,1,0,0,0,https://lrbears.com/images/logos/site/site.png?width=600,#a41f35,30-22,0.577,L2,16-14,0.533,L2,https://cdn.usteamcolors.com/images/ncaa/conferences/south-atlantic-conference-logo.png,SAC Tournament Appearance,53.7,54.400000000000006,53.900000000000006
Lewis,Lewis,GLVC,NA,Yes,Yes,https://lewisflyers.com/sports/baseball/schedule/2025,https://lewisflyers.com/sports/baseball/roster/2025,https://lewisflyers.com/sports/baseball,https://lewisflyers.com,2024-10-17T00:00:00Z,2024-10-17T00:00:00Z,Sidearm,1,0,0,0,https://lewisflyers.com/images/logos/site/site.png?width=600,#c22033,29-26,0.527,L1,18-18,0.5,L1,https://glvcsports.com/images/logos/site/site.png?width=600,GLVC Tournament Appearance,52.6,74.3,60.6
Limestone,Limestone,SAC,NA,Yes,Yes,https://golimestonesaints.com/sports/baseball/schedule/2025,https://golimestonesaints.com/sports/baseball/roster/2025,https://golimestonesaints.com/sports/baseball,https://golimestonesaints.com,2025-01-03T00:00:00Z,2025-01-03T00:00:00Z,Sidearm,1,0,0,0,https://golimestonesaints.com/images/logos/site/site.png?width=600,#0038a5,23-26,0.469,L2,14-16,0.467,L2,https://cdn.usteamcolors.com/images/ncaa/conferences/south-atlantic-conference-logo.png,NA,74.9,74,74.6
Lincoln (MO),Lincoln (Missouri),GLVC,NA,Yes,Yes,https://lubluetigers.com/sports/baseball/schedule/2025,https://lubluetigers.com/sports/baseball/roster/2025,https://lubluetigers.com/sports/baseball,https://lubluetigers.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://d2ql8rvuol0tgx.cloudfront.net/images/logos/site/site.png?width=600,#003263,NA,0,NA,NA,0,NA,https://glvcsports.com/images/logos/site/site.png?width=600,New Program in 2025,0,0,0
Lincoln (PA),Lincoln (Pennsylvania),CACC,South,No,Yes,https://lulions.com/sports/baseball/schedule/2025,https://lulions.com/sports/baseball/roster/2025,https://lulions.com/sports/baseball,https://lulions.com,2024-12-30T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,0,0,1,0,https://lulions.com/images/logos/site/site.png?width=600,#16234d,9-34,0.209,L12,1-23,0.042,L21,https://cdn.usteamcolors.com/images/ncaa/conferences/central-atlantic-collegiate-conference-logo.png,NA,NA,NA,NA
Lincoln Memorial,Lincoln Memorial,SAC,NA,No,Yes,https://lmurailsplitters.com/sports/baseball/schedule/2025,https://lmurailsplitters.com/sports/baseball/roster/2025,https://lmurailsplitters.com/sports/baseball,https://lmurailsplitters.com,2025-01-03T00:00:00Z,2024-12-16T00:00:00Z,Sidearm,0,0,1,0,https://lmurailsplitters.com/images/logos/site/site.png?width=600,#002461,33-17,0.66,L2,18-12,0.6,L2,https://cdn.usteamcolors.com/images/ncaa/conferences/south-atlantic-conference-logo.png,SAC Tournament Appearance,NA,NA,NA
Lock Haven,Lock Haven,PSAC,East,Yes,Yes,https://www.golhu.com/sports/baseball/schedule/2025,https://www.golhu.com/sports/baseball/roster/2025,https://www.golhu.com/sports/baseball,https://www.golhu.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://www.golhu.com/images/logos/site/site.png?width=600,#8f001e,11-34,0.244,L3,8-26,0.235,L3,https://psacsports.org/images/logos/site/site.png?width=600,NA,67.1,80.80000000000001,72.3
Lubbock Christian,Lubbock Christian,Lone Star,NA,Yes,Yes,https://lcuchaps.com/sports/baseball/schedule/2025,https://lcuchaps.com/sports/baseball/roster/2025,https://lcuchaps.com/sports/baseball,https://lcuchaps.com,2024-12-30T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://lcuchaps.com/images/logos/site/site.png?width=600,#10147e,45-16,0.738,L1,35-13,0.729,L1,https://lonestarconference.org/images/logos/site/site.png?width=600,LSC Regular Season and Tournament Champions; South Central Super Regional Host,37.7,34.7,36.6
Lynn,Lynn,Sunshine State,NA,Yes,Yes,https://lynnfightingknights.com/sports/baseball/schedule/2025,https://lynnfightingknights.com/sports/baseball/roster/2025,https://lynnfightingknights.com/sports/baseball,https://lynnfightingknights.com,2024-10-30T00:00:00Z,2024-12-16T00:00:00Z,Sidearm,1,0,0,0,https://lynnfightingknights.com/images/logos/site/site.png?width=600,#003da5,23-27,0.46,W1,9-21,0.3,W1,https://sunshinestateconference.com/images/logos/site/site.png?width=600,NA,58.8,59.699999999999996,59.199999999999996
Malone,Malone,G-MAC,NA,No,Yes,https://malonepioneers.com/sports/baseball/schedule/2025,https://malonepioneers.com/sports/baseball/roster/2025,https://malonepioneers.com/sports/baseball,https://malonepioneers.com,2024-12-30T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,0,0,1,0,https://malonepioneers.com/images/logos/site/site.png?width=600,#003e7e,9-39,0.188,L4,5-27,0.156,L4,https://greatmidwestsports.com/images/logos/site/site.png?width=600,NA,NA,NA,NA
Mansfield,Mansfield,PSAC,East,No,Yes,https://gomounties.com/sports/baseball/schedule/2025,https://gomounties.com/sports/baseball/roster/2025,https://gomounties.com/sports/baseball,https://gomounties.com,2024-10-29T00:00:00Z,2024-10-29T00:00:00Z,Sidearm,0,0,1,0,https://gomounties.com/images/logos/site/site.png?width=600,#ab192d,15-31,0.326,L1,8-24,0.25,L1,https://psacsports.org/images/logos/site/site.png?width=600,NA,NA,NA,NA
Mars Hill,Mars Hill,SAC,NA,Yes,Yes,https://www.marshilllions.com/sports/bsb/2024-25/schedule,https://www.marshilllions.com/sports/bsb/2024-25/roster,https://www.marshilllions.com/sports/bsb,https://www.marshilllions.com,2024-10-29T00:00:00Z,2024-11-29T00:00:00Z,Presto,1,0,0,0,https://cdn.usteamcolors.com/images/ncaa/division-2/mhc-lions-logo.png,#18468B,18-32,0.36,L2,6-22,0.214,L2,https://cdn.usteamcolors.com/images/ncaa/conferences/south-atlantic-conference-logo.png,NA,28.9,64,42.6
Mary,Mary,NSIC,NA,Yes,Yes,https://goumary.com/sports/baseball/schedule/2025,https://goumary.com/sports/baseball/roster/2025,https://goumary.com/sports/baseball,https://goumary.com,2024-10-29T00:00:00Z,2024-10-29T00:00:00Z,Sidearm,1,0,0,0,https://goumary.com/images/logos/site/site.png?width=600,#002f6c,23-27,0.46,L3,19-19,0.5,L3,https://northernsun.org/images/logos/site/site.png?width=600,NSIC Tournament Appearance,42.9,36.4,40.400000000000006
Maryville (MO),Maryville,GLVC,NA,Yes,Yes,https://maryvillesaints.com/sports/baseball/schedule/2025,https://maryvillesaints.com/sports/baseball/roster/2025,https://maryvillesaints.com/sports/baseball,https://maryvillesaints.com,2024-12-16T00:00:00Z,2024-12-16T00:00:00Z,Sidearm,1,0,0,0,https://maryvillesaints.com/images/logos/site/site.png?width=600,#d11242,40-19,0.678,L2,26-10,0.722,L2,https://glvcsports.com/images/logos/site/site.png?width=600,GLVC Tournament Champions; Midwest Regional Appearance,28.6,50.1,36.8
McKendree,McKendree,GLVC,NA,Yes,Yes,https://mckbearcats.com/sports/baseball/schedule/2025,https://mckbearcats.com/sports/baseball/roster/2025,https://mckbearcats.com/sports/baseball,https://mckbearcats.com,2024-12-06T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://mckbearcats.com/images/logos/site/site.png?width=600,#592b85,17-33,0.34,L1,10-26,0.278,L1,https://glvcsports.com/images/logos/site/site.png?width=600,NA,30.9,56.1,40.5
Menlo,Menlo,PacWest,NA,Yes,Yes,https://menloathletics.com/sports/baseball/schedule/2025,https://menloathletics.com/sports/baseball/roster/2025,https://menloathletics.com/sports/baseball,https://menloathletics.com,2024-11-03T00:00:00Z,2025-01-03T00:00:00Z,Sidearm,1,0,0,0,https://menloathletics.com/images/logos/site/site.png?width=600,#003a70,15-26,0.366,L6,6-17,0,NA,https://thepacwest.com/images/logos/site/site.png?width=600,NAIA Member; 1st Season as a Division II Program in 2025,42.8,66.10000000000001,51.7
Mercy,Mercy,ECC,NA,Yes,Yes,https://mercyathletics.com/sports/baseball/schedule/2025,https://mercyathletics.com/sports/baseball/roster/2025,https://mercyathletics.com/sports/baseball,https://mercyathletics.com,2024-12-19T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,1,0,0,0,https://mercyathletics.com/images/logos/site/site.png?height=100,#003057,20-29,0.408,W1,10-14,0.417,W1,https://eccsports.org/images/logos/site/site.png?width=600,NA,55.8,48.7,53
Miles,Miles,SIAC,NA,No,Yes,https://milesgoldenbears.com/sports/baseball/schedule/2025,https://milesgoldenbears.com/sports/baseball/roster/2025,https://milesgoldenbears.com/sports/baseball,https://milesgoldenbears.com,2024-12-30T00:00:00Z,2024-12-30T00:00:00Z,Sidearm,0,0,1,0,https://milesgoldenbears.com/images/logos/site/site.png?width=600,#3f0f4f,22-26,0.458,L7,18-12,0.6,L6,https://thesiac.com/images/logos/site/site.png?width=600,SIAC Tournament Appearance,NA,NA,NA
Millersville,Millersville,PSAC,East,Yes,Yes,https://millersvilleathletics.com/sports/baseball/schedule/2025,https://millersvilleathletics.com/sports/baseball/roster/2025,https://millersvilleathletics.com/sports/baseball,https://millersvilleathletics.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://millersvilleathletics.com/images/logos/site/site.png?width=600,#231F20,38-16,0.704,L1,23-9,0.719,L7,https://psacsports.org/images/logos/site/site.png?width=600,Atlantic Regional Appearance,64,35.6,52.900000000000006
Minn. Duluth,Minnesota Duluth,NSIC,NA,Yes,Yes,https://umdbulldogs.com/sports/baseball/schedule/2025,https://umdbulldogs.com/sports/baseball/roster/2025,https://umdbulldogs.com/sports/baseball,https://umdbulldogs.com,2024-11-03T00:00:00Z,2025-01-03T00:00:00Z,Sidearm,1,0,0,0,https://umdbulldogs.com/images/logos/site/site.png?width=600,#5f0015,18-31,0.367,W1,14-26,0.35,W1,https://northernsun.org/images/logos/site/site.png?width=600,NA,55.2,64.2,58.699999999999996
Minnesota St.,Minnesota State,NSIC,NA,Yes,Yes,https://msumavericks.com/sports/baseball/schedule/2025,https://msumavericks.com/sports/baseball/roster/2025,https://msumavericks.com/sports/baseball,https://msumavericks.com,2024-11-03T00:00:00Z,2025-01-03T00:00:00Z,Sidearm,1,0,0,0,https://msumavericks.com/images/logos/site/site.png?width=600,#49306e,37-20,0.649,L3,29-10,0.744,L1,https://northernsun.org/images/logos/site/site.png?width=600,Central Regional Appearance,64.5,77.3,69.19999999999999
Minn.-Crookston,Minnesota-Crookston,NSIC,NA,Yes,Yes,https://goldeneaglesports.com/sports/baseball/schedule/2025,https://goldeneaglesports.com/sports/baseball/roster/2025,https://goldeneaglesports.com/sports/baseball,https://goldeneaglesports.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://goldeneaglesports.com/images/logos/site/site.png?width=600,#7a0019,35-16,0.686,L2,28-11,0.718,L2,https://northernsun.org/images/logos/site/site.png?width=600,NSIC Tournament Appearance,53.800000000000004,63,57.3
Minot St.,Minot State,NSIC,NA,Yes,Yes,https://msubeavers.com/sports/baseball/schedule/2025,https://msubeavers.com/sports/baseball/roster/2025,https://msubeavers.com/sports/baseball,https://msubeavers.com,2024-11-03T00:00:00Z,2025-01-03T00:00:00Z,Sidearm,1,0,0,0,https://msubeavers.com/images/logos/site/site.png?width=600,#a9051c,15-34,0.306,L5,12-27,0.308,L5,https://northernsun.org/images/logos/site/site.png?width=600,NA,62.2,39.2,53.400000000000006
Mississippi Col.,Mississippi College,Gulf South,NA,Yes,Yes,https://www.gochoctaws.com/sports/baseball/schedule/2025,https://www.gochoctaws.com/sports/baseball/roster/2025,https://www.gochoctaws.com/sports/baseball,https://www.gochoctaws.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://www.gochoctaws.com/images/logos/site/site.png?width=600,#0c2340,20-25,0.444,L3,10-20,0.333,L3,https://gscsports.org/images/logos/site/site.png?width=600,NA,58.4,70.5,63.1
Missouri S&T,Missouri S&T,GLVC,NA,Yes,Yes,https://minerathletics.com/sports/baseball/schedule/2025,https://minerathletics.com/sports/baseball/roster/2025,https://minerathletics.com/sports/baseball,https://minerathletics.com,2024-11-03T00:00:00Z,2024-11-29T00:00:00Z,Sidearm,1,0,0,0,https://minerathletics.com/images/logos/site/site.png?width=600,#154734,27-22,0.551,W2,17-18,0.486,W2,https://glvcsports.com/images/logos/site/site.png?width=600,NA,44.3,44.3,44.3
Mo. Southern St.,Missouri Southern,MIAA,NA,Yes,Yes,https://mssulions.com/sports/baseball/schedule/2025,https://mssulions.com/sports/baseball/roster/2025,https://mssulions.com/sports/baseball,https://mssulions.com,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z,Sidearm,1,0,0,0,https://mssulions.com/images/logos/site/site.png?width=600,#00693e,44-15,0.746,L2,24-9,0.727,W5,https://themiaa.com/images/logos/site/site.png?width=600,MIAA Tournament Champions; Central Regional Host,31.7,46.800000000000004,37.4
Missouri Western,Missouri Western,MIAA,NA,Yes,Yes,https://gogriffons.com/sports/baseball/schedule/2025,https://gogriffons.com/sports/baseball/roster/2025,https://gogriffons.com/sports/baseball,https://gogriffons.com,2024-11-29T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://gogriffons.com/images/logos/site/site.png?width=600,#ffc82e,20-27,0.426,L2,10-23,0.303,L2,https://themiaa.com/images/logos/site/site.png?width=600,NA,58.3,21,43.5
Mo.-St. Louis,Missouri-St. Louis,GLVC,NA,Yes,Yes,http://umsltritons.com/sports/baseball/schedule/2025,http://umsltritons.com/sports/baseball/roster/2025,http://umsltritons.com/sports/baseball,http://umsltritons.com,2024-09-19T00:00:00Z,2024-09-19T00:00:00Z,Sidearm,1,0,0,0,http://umsltritons.com/images/logos/site/site.png?width=600,#b5121b,30-22,0.577,L4,21-15,0.583,L4,https://glvcsports.com/images/logos/site/site.png?width=600,GLVC Tournament Appearance,77,81.3,78.6
Molloy,Molloy,ECC,NA,Yes,Yes,https://molloylions.com/sports/baseball/schedule/2025,https://molloylions.com/sports/baseball/roster/2025,https://molloylions.com/sports/baseball,https://molloylions.com,2024-11-03T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,1,0,0,0,https://molloylions.com/images/logos/site/site.png?width=600,#960423,42-14,0.75,L2,18-6,0.75,W3,https://eccsports.org/images/logos/site/site.png?width=600,ECC Regular Season and Tournament Champions; East Super Regional Appearance,55.50000000000001,59.199999999999996,56.89999999999999
Mont. St. Billings,Montana State Billings,GNAC,NA,Yes,Yes,https://msubsports.com/sports/baseball/schedule/2025,https://msubsports.com/sports/baseball/roster/2025,https://msubsports.com/sports/baseball,https://msubsports.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://msubsports.com/images/logos/site/site.png?width=600,#003e6c,17-33,0.34,L2,11-21,0.344,L2,https://gnacsports.com/images/logos/site/site.png?width=600,NA,62.1,42.4,54.50000000000001
Montevallo,Montevallo,Gulf South,NA,Yes,Yes,https://montevallofalcons.com/sports/baseball/schedule/2025,https://montevallofalcons.com/sports/baseball/roster/2025,https://montevallofalcons.com/sports/baseball,https://montevallofalcons.com,2024-11-03T00:00:00Z,2024-11-29T00:00:00Z,Sidearm,1,0,0,0,https://montevallofalcons.com/images/logos/site/site.png?width=600,#4c145e,29-23,0.558,L1,17-13,0.567,L1,https://gscsports.org/images/logos/site/site.png?width=600,Gulf South Tournament Appearance,38.5,36.8,37.8
Morehouse,Morehouse,SIAC,NA,No,Yes,https://athletics.morehouse.edu/sports/baseball/schedule/2025,https://athletics.morehouse.edu/sports/baseball/roster/2025,https://athletics.morehouse.edu/sports/baseball,https://athletics.morehouse.edu,2025-01-10T00:00:00Z,2024-11-29T00:00:00Z,Sidearm,0,0,1,0,https://athletics.morehouse.edu/images/logos/site/site.png?width=600,#5b1825,21-28,0.429,L2,15-17,0.469,L2,https://thesiac.com/images/logos/site/site.png?width=600,SIAC Tournament Appearance,NA,NA,NA
Mount Olive,Mount Olive,Conference Carolinas,NA,Yes,Yes,https://umotrojans.com/sports/baseball/schedule/2025,https://umotrojans.com/sports/baseball/roster/2025,https://umotrojans.com/sports/baseball,https://umotrojans.com,2025-01-13T00:00:00Z,2024-12-18T00:00:00Z,Sidearm,1,0,0,0,https://umotrojans.com/images/logos/site/site.png?width=600,#026241,39-18,0.684,L2,20-9,0.69,L1,https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/swuathletics.com/images/responsive_2020/logo_footer_conference-carolina.png,Southeast Regional Appearance,27.7,37.7,31.5
MSU Denver,MSU Denver,RMAC,NA,Yes,Yes,https://roadrunnersathletics.com/sports/baseball/schedule/2025,https://roadrunnersathletics.com/sports/baseball/roster/2025,https://roadrunnersathletics.com/sports/baseball,https://roadrunnersathletics.com,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z,Sidearm,1,0,0,0,https://roadrunnersathletics.com/images/logos/site/site.png?width=600,#002c4f,28-24,0.538,L3,19-13,0.594,L3,https://rmacsports.org/images/logos/site/site.png?width=600,RMAC Tournament Appearance,66.3,43.8,57.99999999999999
New Haven,New Haven,NE10,Southwest,Yes,Yes,https://newhavenchargers.com/sports/baseball/schedule/2025,https://newhavenchargers.com/sports/baseball/roster/2025,https://newhavenchargers.com/sports/baseball,https://newhavenchargers.com,2024-11-03T00:00:00Z,2024-11-29T00:00:00Z,Sidearm,1,0,0,0,https://newhavenchargers.com/images/logos/site/site.png?width=600,#002D74,31-25,0.554,L1,16-11,0.593,W3,https://northeast10.org/images/logos/site/site.png?width=600,NE10 Tournament Champions; East Regional Appearance,73.7,88.8,79.7
N.M. Highlands,New Mexico Highlands,RMAC,NA,Yes,Yes,https://nmhucowboys.com/sports/baseball/schedule/2025,https://nmhucowboys.com/sports/baseball/roster/2025,https://nmhucowboys.com/sports/baseball,https://nmhucowboys.com,2025-01-07T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://nmhucowboys.com/images/logos/site/site.png?width=600,#502d7f,10-40,0.2,W2,6-26,0.188,W2,https://rmacsports.org/images/logos/site/site.png?width=600,NA,62.3,78.9,68.6
Newberry,Newberry,SAC,NA,Yes,Yes,https://newberrywolves.com/sports/baseball/schedule/2025,https://newberrywolves.com/sports/baseball/roster/2025,https://newberrywolves.com/sports/baseball,https://newberrywolves.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://newberrywolves.com/images/logos/site/site.png?width=600,#c8102e,26-28,0.481,L2,19-12,0.613,L2,https://cdn.usteamcolors.com/images/ncaa/conferences/south-atlantic-conference-logo.png,SAC Tournament Appearance,48.199999999999996,43.3,46.300000000000004
Newman,Newman,MIAA,NA,Yes,Yes,https://newmanjets.com/sports/baseball/schedule/2025,https://newmanjets.com/sports/baseball/roster/2025,https://newmanjets.com/sports/baseball,https://newmanjets.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://newmanjets.com/images/logos/site/site.png?width=600,#9e2a2f,14-35,0.286,W1,10-23,0.303,W1,https://themiaa.com/images/logos/site/site.png?width=600,NA,26.700000000000003,69.3,42.699999999999996
North Georgia,North Georgia,Peach Belt,NA,Yes,Yes,https://ungathletics.com/sports/baseball/schedule/2025,https://ungathletics.com/sports/baseball/roster/2025,https://ungathletics.com/sports/baseball,https://ungathletics.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://ungathletics.com/images/logos/site/site.png?width=600,#00338e,32-19,0.627,L2,17-10,0.63,L2,https://peachbeltconference.org/images/logos/site/site.png?width=600,Peach Belt Tournament Appearance,72.6,61.7,68.4
North Greenville,North Greenville,Conference Carolinas,NA,Yes,Yes,https://nguathletics.com/sports/baseball/schedule/2025,https://nguathletics.com/sports/baseball/roster/2025,https://nguathletics.com/sports/baseball,https://nguathletics.com,2024-11-24T00:00:00Z,2024-11-24T00:00:00Z,Sidearm,1,0,0,0,https://nguathletics.com/images/logos/site/site.png?width=600,#c00000,41-14,0.745,L3,24-6,0.8,L1,https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/swuathletics.com/images/responsive_2020/logo_footer_conference-carolina.png,Conference Carolinas Regular Season Champions; Southeast Regional Host,30.7,40.6,34.5
Northeastern St.,Northeastern State,MIAA,NA,Yes,Yes,https://goriverhawksgo.com/sports/baseball/schedule/2025,https://goriverhawksgo.com/sports/baseball/roster/2025,https://goriverhawksgo.com/sports/baseball,https://goriverhawksgo.com,2024-10-29T00:00:00Z,2024-10-29T00:00:00Z,Sidearm,1,0,0,0,https://goriverhawksgo.com/images/logos/site/site.png?width=600,#0f2921,20-30,0.4,L6,11-22,0.333,L5,https://themiaa.com/images/logos/site/site.png?width=600,NA,34.1,21,29.099999999999998
Northern St.,Northern State,NSIC,NA,Yes,Yes,https://nsuwolves.com/sports/baseball/schedule/2025,https://nsuwolves.com/sports/baseball/roster/2025,https://nsuwolves.com/sports/baseball,https://nsuwolves.com,2024-11-03T00:00:00Z,2025-01-03T00:00:00Z,Sidearm,1,0,0,0,https://nsuwolves.com/images/logos/site/site.png?width=600,#990633,18-31,0.367,L5,13-26,0.333,L5,https://northernsun.org/images/logos/site/site.png?width=600,NA,69.39999999999999,38.1,57.49999999999999
Northwest Mo. St.,Northwest Missouri State,MIAA,NA,Yes,Yes,https://bearcatsports.com/sports/baseball/schedule/2025,https://bearcatsports.com/sports/baseball/roster/2025,https://bearcatsports.com/sports/baseball,https://bearcatsports.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://bearcatsports.com/images/logos/site/site.png?width=600,#006648,21-30,0.412,L3,12-20,0.375,L3,https://themiaa.com/images/logos/site/site.png?width=600,MIAA Tournament Appearance,57.9,46.3,53.5
